path	primary_phase	secondary_phases	disposition	evidence_refs	findings_refs	notes
docs/audit-2026-evidence/phase-5a-admin.md	21	02	external-output-excluded	historical-audit-docs-disposition.txt; active-docs-runbooks-pass.txt		Historical prior-audit evidence excluded from current cold-audit evidence truth; active docs pass refreshed
docs/audit-2026-evidence/phase-5b-auth-users.md	21	02	external-output-excluded	historical-audit-docs-disposition.txt; active-docs-runbooks-pass.txt		Historical prior-audit evidence excluded from current cold-audit evidence truth; active docs pass refreshed
docs/audit-2026-evidence/phase-5c-money-flow.md	21	02	external-output-excluded	historical-audit-docs-disposition.txt; active-docs-runbooks-pass.txt		Historical prior-audit evidence excluded from current cold-audit evidence truth; active docs pass refreshed
docs/audit-2026-evidence/phase-5d-rest.md	21	02	external-output-excluded	historical-audit-docs-disposition.txt; active-docs-runbooks-pass.txt		Historical prior-audit evidence excluded from current cold-audit evidence truth; active docs pass refreshed
docs/audit-2026-evidence/phase-6-database.md	21	02	external-output-excluded	historical-audit-docs-disposition.txt; active-docs-runbooks-pass.txt		Historical prior-audit evidence excluded from current cold-audit evidence truth; active docs pass refreshed
docs/audit-2026-evidence/phase-6.5-financial.md	21	02	external-output-excluded	historical-audit-docs-disposition.txt; active-docs-runbooks-pass.txt		Historical prior-audit evidence excluded from current cold-audit evidence truth; active docs pass refreshed
docs/audit-2026-evidence/phase-7-api.md	21	02	external-output-excluded	historical-audit-docs-disposition.txt; active-docs-runbooks-pass.txt		Historical prior-audit evidence excluded from current cold-audit evidence truth; active docs pass refreshed
docs/audit-2026-evidence/phase-8a-routes.md	21	02	external-output-excluded	historical-audit-docs-disposition.txt; active-docs-runbooks-pass.txt		Historical prior-audit evidence excluded from current cold-audit evidence truth; active docs pass refreshed
docs/audit-2026-evidence/phase-8b-support.md	21	02	external-output-excluded	historical-audit-docs-disposition.txt; active-docs-runbooks-pass.txt		Historical prior-audit evidence excluded from current cold-audit evidence truth; active docs pass refreshed
docs/audit-2026-evidence/phase-9-mobile.md	21	02	external-output-excluded	historical-audit-docs-disposition.txt; active-docs-runbooks-pass.txt		Historical prior-audit evidence excluded from current cold-audit evidence truth; active docs pass refreshed
docs/audit-2026-remediation-plan.md	21	02	external-output-excluded	historical-audit-docs-disposition.txt; active-docs-runbooks-pass.txt		Historical/prior audit archive excluded from cold-audit truth source; retained as repository history only
docs/audit-2026-tracker.md	21	02	external-output-excluded	historical-audit-docs-disposition.txt; active-docs-runbooks-pass.txt		Historical/prior audit archive excluded from cold-audit truth source; retained as repository history only
docs/audit-checklist.md	21	02	external-output-excluded	historical-audit-docs-disposition.txt; active-docs-runbooks-pass.txt		Historical/prior audit archive excluded from cold-audit truth source; retained as repository history only
docs/audit-tracker.md	21	02	external-output-excluded	historical-audit-docs-disposition.txt; active-docs-runbooks-pass.txt		Historical/prior audit archive excluded from cold-audit truth source; retained as repository history only
docs/codebase-audit.md	21	02	external-output-excluded	historical-audit-docs-disposition.txt; active-docs-runbooks-pass.txt		Historical/prior audit archive excluded from cold-audit truth source; retained as repository history only
docs/deployment.md	21	02	reviewed-with-finding	health-orchestrator-db-gaps.txt; loop-native-email-provider-gap.txt; active-docs-runbooks-pass.txt	A4-033,A4-037	Deployment healthcheck docs reviewed against Docker/Fly status behavior; auth env docs omit real email provider config; active docs pass refreshed
docs/development.md	21	02	reviewed-with-finding	phase 10; loop-native-email-provider-gap.txt; observability-token-doc-drift.txt; active-docs-runbooks-pass.txt	A4-018,A4-037,A4-039	Stellar env docs reviewed for issuer/operator separation; native-auth docs omit real email provider setup; observability token behavior statement is stale; active docs pass refreshed
docs/error-codes.md	21	02	reviewed-with-finding	active-docs-runbooks-pass.txt	A4-042	Active documentation/package guide/config reviewed against current code evidence and docs lint pass
docs/log-policy.md	19	21	reviewed-no-finding	active-docs-runbooks-pass.txt		Active documentation/package guide/config reviewed against current code evidence and docs lint pass
docs/mobile-native-ux.md	21	02	reviewed-with-finding	active-docs-runbooks-pass.txt	A4-003	Active documentation/package guide/config reviewed against current code evidence and docs lint pass
docs/oncall.md	19	21	reviewed-no-finding	active-docs-runbooks-pass.txt		Active documentation/package guide/config reviewed against current code evidence and docs lint pass
docs/roadmap.md	21	02	reviewed-with-finding	public-doc-current-feature-drift.txt; active-docs-runbooks-pass.txt	A4-035,A4-036	Roadmap says cashback switch code-complete while README disagrees; Prometheus endpoint remains unchecked despite implementation; active docs pass refreshed
docs/runbooks/README.md	19	21	reviewed-no-finding	active-docs-runbooks-pass.txt		Active documentation/package guide/config reviewed against current code evidence and docs lint pass
docs/runbooks/asset-drift-alert.md	19	21	reviewed-no-finding	active-docs-runbooks-pass.txt		Active documentation/package guide/config reviewed against current code evidence and docs lint pass
docs/runbooks/ctx-circuit-open.md	19	21	reviewed-no-finding	active-docs-runbooks-pass.txt		Active documentation/package guide/config reviewed against current code evidence and docs lint pass
docs/runbooks/ctx-schema-drift.md	19	21	reviewed-no-finding	active-docs-runbooks-pass.txt		Active documentation/package guide/config reviewed against current code evidence and docs lint pass
docs/runbooks/deployed-state-spotcheck.md	19	21	reviewed-no-finding	active-docs-runbooks-pass.txt		Active documentation/package guide/config reviewed against current code evidence and docs lint pass
docs/runbooks/disaster-recovery.md	19	21	reviewed-no-finding	active-docs-runbooks-pass.txt		Active documentation/package guide/config reviewed against current code evidence and docs lint pass
docs/runbooks/health-degraded.md	19	21	reviewed-with-finding	health-orchestrator-db-gaps.txt; active-docs-runbooks-pass.txt	A4-033	Health-degraded runbook reviewed; diagnostic body does not match orchestrator failure behavior; active docs pass refreshed
docs/runbooks/jwt-key-rotation.md	19	21	reviewed-no-finding	active-docs-runbooks-pass.txt		Active documentation/package guide/config reviewed against current code evidence and docs lint pass
docs/runbooks/kill-switch.md	19	21	reviewed-no-finding	active-docs-runbooks-pass.txt		Active documentation/package guide/config reviewed against current code evidence and docs lint pass
docs/runbooks/ledger-drift.md	19	21	reviewed-no-finding	active-docs-runbooks-pass.txt		Active documentation/package guide/config reviewed against current code evidence and docs lint pass
docs/runbooks/migration-rollback.md	19	21	reviewed-no-finding	active-docs-runbooks-pass.txt		Active documentation/package guide/config reviewed against current code evidence and docs lint pass
docs/runbooks/mobile-cert-renewal.md	19	21	reviewed-no-finding	active-docs-runbooks-pass.txt		Active documentation/package guide/config reviewed against current code evidence and docs lint pass
docs/runbooks/monthly-reconciliation.md	19	21	reviewed-no-finding	active-docs-runbooks-pass.txt		Active documentation/package guide/config reviewed against current code evidence and docs lint pass
docs/runbooks/operator-pool-exhausted.md	19	21	reviewed-no-finding	active-docs-runbooks-pass.txt		Active documentation/package guide/config reviewed against current code evidence and docs lint pass
docs/runbooks/payment-watcher-stuck.md	19	21	reviewed-with-finding	A4-019; active-docs-runbooks-pass.txt	phase 10	Runbook reviewed against watcher liveness signal; false-alert risk filed; active docs pass refreshed
docs/runbooks/payout-failed-alert.md	19	21	reviewed-no-finding	active-docs-runbooks-pass.txt		Active documentation/package guide/config reviewed against current code evidence and docs lint pass
docs/runbooks/payout-permanent-failure.md	19	21	reviewed-no-finding	active-docs-runbooks-pass.txt		Active documentation/package guide/config reviewed against current code evidence and docs lint pass
docs/runbooks/rollback.md	19	21	reviewed-no-finding	active-docs-runbooks-pass.txt		Active documentation/package guide/config reviewed against current code evidence and docs lint pass
docs/runbooks/stellar-operator-rotation.md	19	21	reviewed-no-finding	active-docs-runbooks-pass.txt		Active documentation/package guide/config reviewed against current code evidence and docs lint pass
docs/runbooks/stuck-payout.md	19	21	reviewed-no-finding	active-docs-runbooks-pass.txt		Active documentation/package guide/config reviewed against current code evidence and docs lint pass
docs/runbooks/stuck-procurement-swept.md	19	21	reviewed-no-finding	active-docs-runbooks-pass.txt		Active documentation/package guide/config reviewed against current code evidence and docs lint pass
docs/runbooks/usdc-below-floor.md	19	21	reviewed-no-finding	active-docs-runbooks-pass.txt		Active documentation/package guide/config reviewed against current code evidence and docs lint pass
docs/slo.md	19	21	reviewed-with-finding	health-orchestrator-db-gaps.txt; active-docs-runbooks-pass.txt	A4-032,A4-033	SLO healthcheck surface reviewed against missing DB readiness and HTTP status behavior; active docs pass refreshed
docs/standards.md	21	02	reviewed-with-finding	active-docs-runbooks-pass.txt	A4-001	Active documentation/package guide/config reviewed against current code evidence and docs lint pass
docs/testing.md	21	02	reviewed-with-finding	testing-doc-ci-coverage-drift.txt; e2e-real-workflow-env-fails.txt; active-docs-runbooks-pass.txt	A4-031,A4-034	Testing guide CI matrix/backend coverage drift and manual real-wallet workflow env gap reviewed; active docs pass refreshed
docs/third-party-licenses.md	21	02	reviewed-with-finding	A4-008; active-docs-runbooks-pass.txt	phase 04	Top-level dependency license coverage gap filed; active docs pass refreshed
eslint.config.js	03	18,20	reviewed-no-finding	root-ci-config-review.txt		ESLint config reviewed; no direct finding
package-lock.json	04	03,20	reviewed-with-finding	A4-007,A4-008	phase 04	Raw npm audit reports accepted advisories; license-doc gap filed
package.json	04	03,20	reviewed-with-finding	A4-008	phase 04	Root scripts/dependency summary captured; Claude Code license-doc gap filed
packages/shared/AGENTS.md	16	05,14,18	reviewed-with-finding	admin-wire-shapes-outside-shared.txt	A4-028	Shared no-duplicate contract rule used as audit baseline and found violated by admin wire shapes
packages/shared/README.md	16	05,14,18	reviewed-no-finding	packages-shared-review.txt		Shared package README reviewed; no direct finding
packages/shared/package.json	16	05,14,18	reviewed-no-finding	phase-16-shared-contracts notes		Shared package exports map and dependency boundary reviewed; no direct finding
packages/shared/src/admin-assets.ts	16	05,14,18	reviewed-no-finding	packages-shared-review.txt		Shared admin asset/drift contracts reviewed; no direct finding
packages/shared/src/admin-cashback-realization.ts	16	05,14,18	reviewed-no-finding	packages-shared-review.txt		Shared cashback-realization contracts reviewed; no direct finding
